State,Year,Month,Registrations,Month_Num,Date
MADHYA PRADESH,2026,JAN,163849,1,2026-01-01
MADHYA PRADESH,2026,FEB,150691,2,2026-02-01
MADHYA PRADESH,2026,MAR,171589,3,2026-03-01
MADHYA PRADESH,2026,APR,149138,4,2026-04-01
MADHYA PRADESH,2026,MAY,135168,5,2026-05-01
MADHYA PRADESH,2026,JUN,127466,6,2026-06-01
MADHYA PRADESH,2026,JUL,102885,7,2026-07-01
MAHARASHTRA,2020,JAN,214293,1,2020-01-01
MAHARASHTRA,2020,FEB,172949,2,2020-02-01
MAHARASHTRA,2020,MAR,267970,3,2020-03-01
MAHARASHTRA,2020,APR,21520,4,2020-04-01
MAHARASHTRA,2020,MAY,5755,5,2020-05-01
MAHARASHTRA,2020,JUN,60100,6,2020-06-01
MAHARASHTRA,2020,JUL,100689,7,2020-07-01
MAHARASHTRA,2020,AUG,121187,8,2020-08-01
MAHARASHTRA,2020,SEP,155180,9,2020-09-01
MAHARASHTRA,2020,OCT,175412,10,2020-10-01
MAHARASHTRA,2020,NOV,235807,11,2020-11-01
MAHARASHTRA,2020,DEC,243907,12,2020-12-01
MAHARASHTRA,2021,JAN,203377,1,2021-01-01
MAHARASHTRA,2021,FEB,185958,2,2021-02-01
MAHARASHTRA,2021,MAR,187527,3,2021-03-01
MAHARASHTRA,2021,APR,74129,4,2021-04-01
MAHARASHTRA,2021,MAY,35452,5,2021-05-01
MAHARASHTRA,2021,JUN,114640,6,2021-06-01
MAHARASHTRA,2021,JUL,206626,7,2021-07-01
MAHARASHTRA,2021,AUG,178397,8,2021-08-01
MAHARASHTRA,2021,SEP,142510,9,2021-09-01
MAHARASHTRA,2021,OCT,188285,10,2021-10-01
MAHARASHTRA,2021,NOV,219158,11,2021-11-01
MAHARASHTRA,2021,DEC,186974,12,2021-12-01
MAHARASHTRA,2022,JAN,197799,1,2022-01-01
MAHARASHTRA,2022,FEB,170483,2,2022-02-01
MAHARASHTRA,2022,MAR,197496,3,2022-03-01
MAHARASHTRA,2022,APR,191781,4,2022-04-01
MAHARASHTRA,2022,MAY,177834,5,2022-05-01
MAHARASHTRA,2022,JUN,172918,6,2022-06-01
MAHARASHTRA,2022,JUL,167438,7,2022-07-01
MAHARASHTRA,2022,AUG,180545,8,2022-08-01
MAHARASHTRA,2022,SEP,181157,9,2022-09-01
MAHARASHTRA,2022,OCT,268303,10,2022-10-01
MAHARASHTRA,2022,NOV,269751,11,2022-11-01
MAHARASHTRA,2022,DEC,197862,12,2022-12-01
MAHARASHTRA,2023,JAN,223930,1,2023-01-01
MAHARASHTRA,2023,FEB,188798,2,2023-02-01
MAHARASHTRA,2023,MAR,226264,3,2023-03-01
MAHARASHTRA,2023,APR,193927,4,2023-04-01
MAHARASHTRA,2023,MAY,186747,5,2023-05-01
MAHARASHTRA,2023,JUN,182237,6,2023-06-01
MAHARASHTRA,2023,JUL,185934,7,2023-07-01
MAHARASHTRA,2023,AUG,197077,8,2023-08-01
MAHARASHTRA,2023,SEP,199797,9,2023-09-01
MAHARASHTRA,2023,OCT,242664,10,2023-10-01
MAHARASHTRA,2023,NOV,305775,11,2023-11-01
MAHARASHTRA,2023,DEC,230149,12,2023-12-01
MAHARASHTRA,2024,JAN,255047,1,2024-01-01
MAHARASHTRA,2024,FEB,214237,2,2024-02-01
MAHARASHTRA,2024,MAR,220825,3,2024-03-01
MAHARASHTRA,2024,APR,246813,4,2024-04-01
MAHARASHTRA,2024,MAY,225022,5,2024-05-01
MAHARASHTRA,2024,JUN,192708,6,2024-06-01
MAHARASHTRA,2024,JUL,206126,7,2024-07-01
MAHARASHTRA,2024,AUG,202297,8,2024-08-01
MAHARASHTRA,2024,SEP,197500,9,2024-09-01
MAHARASHTRA,2024,OCT,366014,10,2024-10-01
MAHARASHTRA,2024,NOV,332844,11,2024-11-01
MAHARASHTRA,2024,DEC,228080,12,2024-12-01
MAHARASHTRA,2025,JAN,289789,1,2025-01-01
MAHARASHTRA,2025,FEB,198197,2,2025-02-01
MAHARASHTRA,2025,MAR,267002,3,2025-03-01
MAHARASHTRA,2025,APR,277172,4,2025-04-01
MAHARASHTRA,2025,MAY,229856,5,2025-05-01
MAHARASHTRA,2025,JUN,218606,6,2025-06-01
MAHARASHTRA,2025,JUL,232075,7,2025-07-01
MAHARASHTRA,2025,AUG,239688,8,2025-08-01
MAHARASHTRA,2025,SEP,211051,9,2025-09-01
MAHARASHTRA,2025,OCT,448963,10,2025-10-01
MAHARASHTRA,2025,NOV,408250,11,2025-11-01
MAHARASHTRA,2025,DEC,267812,12,2025-12-01
MAHARASHTRA,2026,JAN,342627,1,2026-01-01
MAHARASHTRA,2026,FEB,270965,2,2026-02-01
MAHARASHTRA,2026,MAR,332553,3,2026-03-01
MAHARASHTRA,2026,APR,302089,4,2026-04-01
MAHARASHTRA,2026,MAY,252934,5,2026-05-01
MAHARASHTRA,2026,JUN,262272,6,2026-06-01
MAHARASHTRA,2026,JUL,222446,7,2026-07-01
MANIPUR,2020,JAN,2951,1,2020-01-01
MANIPUR,2020,FEB,3323,2,2020-02-01
MANIPUR,2020,MAR,4017,3,2020-03-01
MANIPUR,2020,APR,467,4,2020-04-01
MANIPUR,2020,MAY,22,5,2020-05-01
MANIPUR,2020,JUN,69,6,2020-06-01
MANIPUR,2020,JUL,237,7,2020-07-01
MANIPUR,2020,AUG,129,8,2020-08-01
MANIPUR,2020,SEP,891,9,2020-09-01
MANIPUR,2020,OCT,318,10,2020-10-01
MANIPUR,2020,NOV,1587,11,2020-11-01
MANIPUR,2020,DEC,2274,12,2020-12-01
MANIPUR,2021,JAN,2916,1,2021-01-01
MANIPUR,2021,FEB,4240,2,2021-02-01
MANIPUR,2021,MAR,5102,3,2021-03-01
MANIPUR,2021,APR,4215,4,2021-04-01
MANIPUR,2021,MAY,327,5,2021-05-01
MANIPUR,2021,JUN,311,6,2021-06-01
MANIPUR,2021,JUL,675,7,2021-07-01
MANIPUR,2021,AUG,1810,8,2021-08-01
MANIPUR,2021,SEP,4918,9,2021-09-01
MANIPUR,2021,OCT,3282,10,2021-10-01
MANIPUR,2021,NOV,3574,11,2021-11-01
MANIPUR,2021,DEC,4759,12,2021-12-01
MANIPUR,2022,JAN,4569,1,2022-01-01
MANIPUR,2022,FEB,5881,2,2022-02-01
MANIPUR,2022,MAR,4494,3,2022-03-01
MANIPUR,2022,APR,2371,4,2022-04-01
MANIPUR,2022,MAY,3363,5,2022-05-01
MANIPUR,2022,JUN,4631,6,2022-06-01
MANIPUR,2022,JUL,5143,7,2022-07-01
MANIPUR,2022,AUG,4494,8,2022-08-01
MANIPUR,2022,SEP,3546,9,2022-09-01
MANIPUR,2022,OCT,3484,10,2022-10-01
MANIPUR,2022,NOV,7453,11,2022-11-01
MANIPUR,2022,DEC,5947,12,2022-12-01
MANIPUR,2023,JAN,4415,1,2023-01-01
MANIPUR,2023,FEB,4131,2,2023-02-01
MANIPUR,2023,MAR,4577,3,2023-03-01
MANIPUR,2023,APR,4684,4,2023-04-01
MANIPUR,2023,MAY,766,5,2023-05-01
MANIPUR,2023,JUN,581,6,2023-06-01
MANIPUR,2023,JUL,1700,7,2023-07-01
MANIPUR,2023,AUG,1448,8,2023-08-01
MANIPUR,2023,SEP,709,9,2023-09-01
MANIPUR,2023,OCT,1351,10,2023-10-01
MANIPUR,2023,NOV,1131,11,2023-11-01
MANIPUR,2023,DEC,1246,12,2023-12-01
MANIPUR,2024,JAN,2110,1,2024-01-01
MANIPUR,2024,FEB,2130,2,2024-02-01
MANIPUR,2024,MAR,1844,3,2024-03-01
MANIPUR,2024,APR,2270,4,2024-04-01
MANIPUR,2024,MAY,2309,5,2024-05-01
MANIPUR,2024,JUN,2607,6,2024-06-01
MANIPUR,2024,JUL,3209,7,2024-07-01
MANIPUR,2024,AUG,2998,8,2024-08-01
MANIPUR,2024,SEP,1821,9,2024-09-01
MANIPUR,2024,OCT,2796,10,2024-10-01
MANIPUR,2024,NOV,1779,11,2024-11-01
MANIPUR,2024,DEC,2204,12,2024-12-01
MANIPUR,2025,JAN,2142,1,2025-01-01
MANIPUR,2025,FEB,2758,2,2025-02-01
MANIPUR,2025,MAR,2183,3,2025-03-01
MANIPUR,2025,APR,2936,4,2025-04-01
MANIPUR,2025,MAY,1278,5,2025-05-01
MANIPUR,2025,JUN,3065,6,2025-06-01
MANIPUR,2025,JUL,2649,7,2025-07-01
MANIPUR,2025,AUG,4629,8,2025-08-01
MANIPUR,2025,SEP,2988,9,2025-09-01
MANIPUR,2025,OCT,3900,10,2025-10-01
MANIPUR,2025,NOV,3344,11,2025-11-01
MANIPUR,2025,DEC,3776,12,2025-12-01
MANIPUR,2026,JAN,3420,1,2026-01-01
MANIPUR,2026,FEB,3736,2,2026-02-01
MANIPUR,2026,MAR,4036,3,2026-03-01
MANIPUR,2026,APR,2833,4,2026-04-01
MANIPUR,2026,MAY,4142,5,2026-05-01
MANIPUR,2026,JUN,3096,6,2026-06-01
MANIPUR,2026,JUL,746,7,2026-07-01
MEGHALAYA,2020,JAN,3132,1,2020-01-01
MEGHALAYA,2020,FEB,2982,2,2020-02-01
MEGHALAYA,2020,MAR,2572,3,2020-03-01
MEGHALAYA,2020,APR,271,4,2020-04-01
MEGHALAYA,2020,MAY,153,5,2020-05-01
MEGHALAYA,2020,JUN,1373,6,2020-06-01
MEGHALAYA,2020,JUL,1580,7,2020-07-01
MEGHALAYA,2020,AUG,1852,8,2020-08-01
MEGHALAYA,2020,SEP,2598,9,2020-09-01
MEGHALAYA,2020,OCT,2401,10,2020-10-01
MEGHALAYA,2020,NOV,2310,11,2020-11-01
MEGHALAYA,2020,DEC,2266,12,2020-12-01
MEGHALAYA,2021,JAN,2495,1,2021-01-01
MEGHALAYA,2021,FEB,2504,2,2021-02-01
MEGHALAYA,2021,MAR,3161,3,2021-03-01
MEGHALAYA,2021,APR,2442,4,2021-04-01
MEGHALAYA,2021,MAY,502,5,2021-05-01
MEGHALAYA,2021,JUN,754,6,2021-06-01
MEGHALAYA,2021,JUL,1714,7,2021-07-01
MEGHALAYA,2021,AUG,2414,8,2021-08-01
MEGHALAYA,2021,SEP,2630,9,2021-09-01
MEGHALAYA,2021,OCT,2420,10,2021-10-01
MEGHALAYA,2021,NOV,2569,11,2021-11-01
MEGHALAYA,2021,DEC,2288,12,2021-12-01
MEGHALAYA,2022,JAN,2567,1,2022-01-01
MEGHALAYA,2022,FEB,2475,2,2022-02-01
MEGHALAYA,2022,MAR,3361,3,2022-03-01
MEGHALAYA,2022,APR,2760,4,2022-04-01
MEGHALAYA,2022,MAY,3270,5,2022-05-01
MEGHALAYA,2022,JUN,2796,6,2022-06-01
MEGHALAYA,2022,JUL,2777,7,2022-07-01
MEGHALAYA,2022,AUG,3316,8,2022-08-01
MEGHALAYA,2022,SEP,3216,9,2022-09-01
MEGHALAYA,2022,OCT,3167,10,2022-10-01
MEGHALAYA,2022,NOV,3193,11,2022-11-01
MEGHALAYA,2022,DEC,2712,12,2022-12-01
MEGHALAYA,2023,JAN,3097,1,2023-01-01
MEGHALAYA,2023,FEB,2575,2,2023-02-01
MEGHALAYA,2023,MAR,3759,3,2023-03-01
MEGHALAYA,2023,APR,3012,4,2023-04-01
MEGHALAYA,2023,MAY,3434,5,2023-05-01
MEGHALAYA,2023,JUN,3305,6,2023-06-01
MEGHALAYA,2023,JUL,3503,7,2023-07-01
MEGHALAYA,2023,AUG,3736,8,2023-08-01
MEGHALAYA,2023,SEP,3580,9,2023-09-01
MEGHALAYA,2023,OCT,3618,10,2023-10-01
MEGHALAYA,2023,NOV,3791,11,2023-11-01
MEGHALAYA,2023,DEC,2949,12,2023-12-01
MEGHALAYA,2024,JAN,3549,1,2024-01-01
MEGHALAYA,2024,FEB,3708,2,2024-02-01
MEGHALAYA,2024,MAR,4349,3,2024-03-01
MEGHALAYA,2024,APR,3387,4,2024-04-01
MEGHALAYA,2024,MAY,3935,5,2024-05-01
MEGHALAYA,2024,JUN,3189,6,2024-06-01
MEGHALAYA,2024,JUL,3719,7,2024-07-01
MEGHALAYA,2024,AUG,3416,8,2024-08-01
MEGHALAYA,2024,SEP,3377,9,2024-09-01
MEGHALAYA,2024,OCT,3920,10,2024-10-01
MEGHALAYA,2024,NOV,3594,11,2024-11-01
MEGHALAYA,2024,DEC,2234,12,2024-12-01
MEGHALAYA,2025,JAN,3818,1,2025-01-01
MEGHALAYA,2025,FEB,2973,2,2025-02-01
MEGHALAYA,2025,MAR,3497,3,2025-03-01
MEGHALAYA,2025,APR,3460,4,2025-04-01
MEGHALAYA,2025,MAY,3420,5,2025-05-01
MEGHALAYA,2025,JUN,3277,6,2025-06-01
MEGHALAYA,2025,JUL,3784,7,2025-07-01
MEGHALAYA,2025,AUG,3467,8,2025-08-01
MEGHALAYA,2025,SEP,3700,9,2025-09-01
MEGHALAYA,2025,OCT,4940,10,2025-10-01
MEGHALAYA,2025,NOV,4106,11,2025-11-01
MEGHALAYA,2025,DEC,3250,12,2025-12-01
MEGHALAYA,2026,JAN,3813,1,2026-01-01
MEGHALAYA,2026,FEB,3617,2,2026-02-01
MEGHALAYA,2026,MAR,3834,3,2026-03-01
MEGHALAYA,2026,APR,3655,4,2026-04-01
MEGHALAYA,2026,MAY,3984,5,2026-05-01
MEGHALAYA,2026,JUN,4248,6,2026-06-01
MEGHALAYA,2026,JUL,3092,7,2026-07-01
MIZORAM,2020,JAN,2799,1,2020-01-01
MIZORAM,2020,FEB,2463,2,2020-02-01
MIZORAM,2020,MAR,2290,3,2020-03-01
MIZORAM,2020,APR,320,4,2020-04-01
MIZORAM,2020,MAY,1181,5,2020-05-01
MIZORAM,2020,JUN,1004,6,2020-06-01
MIZORAM,2020,JUL,1938,7,2020-07-01
MIZORAM,2020,AUG,1328,8,2020-08-01
MIZORAM,2020,SEP,1996,9,2020-09-01
MIZORAM,2020,OCT,2698,10,2020-10-01
MIZORAM,2020,NOV,2133,11,2020-11-01
MIZORAM,2020,DEC,3158,12,2020-12-01
MIZORAM,2021,JAN,3365,1,2021-01-01
MIZORAM,2021,FEB,3332,2,2021-02-01
MIZORAM,2021,MAR,3106,3,2021-03-01
MIZORAM,2021,APR,2019,4,2021-04-01
MIZORAM,2021,MAY,26,5,2021-05-01
MIZORAM,2021,JUN,1151,6,2021-06-01
MIZORAM,2021,JUL,1460,7,2021-07-01
MIZORAM,2021,AUG,1453,8,2021-08-01
MIZORAM,2021,SEP,1978,9,2021-09-01
MIZORAM,2021,OCT,2411,10,2021-10-01
MIZORAM,2021,NOV,2464,11,2021-11-01
MIZORAM,2021,DEC,2313,12,2021-12-01
MIZORAM,2022,JAN,1973,1,2022-01-01
MIZORAM,2022,FEB,2257,2,2022-02-01
MIZORAM,2022,MAR,2533,3,2022-03-01
MIZORAM,2022,APR,2128,4,2022-04-01
MIZORAM,2022,MAY,2286,5,2022-05-01
MIZORAM,2022,JUN,2299,6,2022-06-01
MIZORAM,2022,JUL,1883,7,2022-07-01
MIZORAM,2022,AUG,2647,8,2022-08-01
MIZORAM,2022,SEP,2177,9,2022-09-01
MIZORAM,2022,OCT,2186,10,2022-10-01
MIZORAM,2022,NOV,2173,11,2022-11-01
MIZORAM,2022,DEC,2454,12,2022-12-01
MIZORAM,2023,JAN,2334,1,2023-01-01
MIZORAM,2023,FEB,2235,2,2023-02-01
MIZORAM,2023,MAR,2250,3,2023-03-01
MIZORAM,2023,APR,2023,4,2023-04-01
MIZORAM,2023,MAY,2182,5,2023-05-01
MIZORAM,2023,JUN,2323,6,2023-06-01
MIZORAM,2023,JUL,2358,7,2023-07-01
MIZORAM,2023,AUG,2509,8,2023-08-01
MIZORAM,2023,SEP,2205,9,2023-09-01
MIZORAM,2023,OCT,2668,10,2023-10-01
MIZORAM,2023,NOV,2771,11,2023-11-01
MIZORAM,2023,DEC,2804,12,2023-12-01
MIZORAM,2024,JAN,2681,1,2024-01-01
MIZORAM,2024,FEB,2979,2,2024-02-01
MIZORAM,2024,MAR,2701,3,2024-03-01
MIZORAM,2024,APR,2560,4,2024-04-01
MIZORAM,2024,MAY,2671,5,2024-05-01
MIZORAM,2024,JUN,2270,6,2024-06-01
MIZORAM,2024,JUL,2581,7,2024-07-01
MIZORAM,2024,AUG,2123,8,2024-08-01
MIZORAM,2024,SEP,2007,9,2024-09-01
MIZORAM,2024,OCT,2285,10,2024-10-01
MIZORAM,2024,NOV,2746,11,2024-11-01
MIZORAM,2024,DEC,2386,12,2024-12-01
MIZORAM,2025,JAN,2404,1,2025-01-01
MIZORAM,2025,FEB,2191,2,2025-02-01
MIZORAM,2025,MAR,2569,3,2025-03-01
MIZORAM,2025,APR,2874,4,2025-04-01
MIZORAM,2025,MAY,2540,5,2025-05-01
MIZORAM,2025,JUN,2332,6,2025-06-01
MIZORAM,2025,JUL,2514,7,2025-07-01
MIZORAM,2025,AUG,2302,8,2025-08-01
MIZORAM,2025,SEP,2595,9,2025-09-01
MIZORAM,2025,OCT,2814,10,2025-10-01
MIZORAM,2025,NOV,2512,11,2025-11-01
MIZORAM,2025,DEC,2684,12,2025-12-01
MIZORAM,2026,JAN,3228,1,2026-01-01
MIZORAM,2026,FEB,2481,2,2026-02-01
MIZORAM,2026,MAR,3112,3,2026-03-01
MIZORAM,2026,APR,2821,4,2026-04-01
MIZORAM,2026,MAY,3020,5,2026-05-01
MIZORAM,2026,JUN,3104,6,2026-06-01
MIZORAM,2026,JUL,2717,7,2026-07-01
NAGALAND,2020,JAN,2155,1,2020-01-01
NAGALAND,2020,FEB,2734,2,2020-02-01
NAGALAND,2020,MAR,2769,3,2020-03-01
NAGALAND,2020,APR,978,4,2020-04-01
NAGALAND,2020,MAY,227,5,2020-05-01
NAGALAND,2020,JUN,283,6,2020-06-01
NAGALAND,2020,JUL,37,7,2020-07-01
NAGALAND,2020,AUG,701,8,2020-08-01
NAGALAND,2020,SEP,1767,9,2020-09-01
NAGALAND,2020,OCT,1461,10,2020-10-01
NAGALAND,2020,NOV,1973,11,2020-11-01
NAGALAND,2020,DEC,1394,12,2020-12-01
NAGALAND,2021,JAN,1849,1,2021-01-01
NAGALAND,2021,FEB,2269,2,2021-02-01
NAGALAND,2021,MAR,2607,3,2021-03-01
NAGALAND,2021,APR,2273,4,2021-04-01
NAGALAND,2021,MAY,443,5,2021-05-01
NAGALAND,2021,JUN,402,6,2021-06-01
NAGALAND,2021,JUL,2400,7,2021-07-01
NAGALAND,2021,AUG,2025,8,2021-08-01
NAGALAND,2021,SEP,2148,9,2021-09-01
NAGALAND,2021,OCT,2007,10,2021-10-01
NAGALAND,2021,NOV,1956,11,2021-11-01
NAGALAND,2021,DEC,1455,12,2021-12-01
NAGALAND,2022,JAN,1995,1,2022-01-01
NAGALAND,2022,FEB,2133,2,2022-02-01
NAGALAND,2022,MAR,2212,3,2022-03-01
NAGALAND,2022,APR,2479,4,2022-04-01
NAGALAND,2022,MAY,2181,5,2022-05-01
NAGALAND,2022,JUN,2136,6,2022-06-01
NAGALAND,2022,JUL,2101,7,2022-07-01
NAGALAND,2022,AUG,2589,8,2022-08-01
NAGALAND,2022,SEP,2423,9,2022-09-01
NAGALAND,2022,OCT,1882,10,2022-10-01
NAGALAND,2022,NOV,2101,11,2022-11-01
NAGALAND,2022,DEC,1724,12,2022-12-01
NAGALAND,2023,JAN,1857,1,2023-01-01
NAGALAND,2023,FEB,2122,2,2023-02-01
NAGALAND,2023,MAR,2984,3,2023-03-01
NAGALAND,2023,APR,2513,4,2023-04-01
NAGALAND,2023,MAY,2338,5,2023-05-01
NAGALAND,2023,JUN,2052,6,2023-06-01
NAGALAND,2023,JUL,2226,7,2023-07-01
NAGALAND,2023,AUG,2297,8,2023-08-01
NAGALAND,2023,SEP,2327,9,2023-09-01
NAGALAND,2023,OCT,2465,10,2023-10-01
NAGALAND,2023,NOV,2495,11,2023-11-01
NAGALAND,2023,DEC,1695,12,2023-12-01
NAGALAND,2024,JAN,2785,1,2024-01-01
NAGALAND,2024,FEB,2904,2,2024-02-01
NAGALAND,2024,MAR,2614,3,2024-03-01
NAGALAND,2024,APR,2891,4,2024-04-01
NAGALAND,2024,MAY,2884,5,2024-05-01
NAGALAND,2024,JUN,1662,6,2024-06-01
NAGALAND,2024,JUL,2429,7,2024-07-01
NAGALAND,2024,AUG,1948,8,2024-08-01
NAGALAND,2024,SEP,1928,9,2024-09-01
NAGALAND,2024,OCT,2032,10,2024-10-01
NAGALAND,2024,NOV,2009,11,2024-11-01
NAGALAND,2024,DEC,1607,12,2024-12-01
NAGALAND,2025,JAN,2352,1,2025-01-01
NAGALAND,2025,FEB,2372,2,2025-02-01
NAGALAND,2025,MAR,2149,3,2025-03-01
NAGALAND,2025,APR,2540,4,2025-04-01
NAGALAND,2025,MAY,2287,5,2025-05-01
NAGALAND,2025,JUN,2008,6,2025-06-01
NAGALAND,2025,JUL,2505,7,2025-07-01
NAGALAND,2025,AUG,2060,8,2025-08-01
NAGALAND,2025,SEP,2174,9,2025-09-01
NAGALAND,2025,OCT,1205,10,2025-10-01
NAGALAND,2025,NOV,3144,11,2025-11-01
NAGALAND,2025,DEC,2109,12,2025-12-01
NAGALAND,2026,JAN,2897,1,2026-01-01
NAGALAND,2026,FEB,2583,2,2026-02-01
NAGALAND,2026,MAR,2711,3,2026-03-01
NAGALAND,2026,APR,2746,4,2026-04-01
NAGALAND,2026,MAY,2353,5,2026-05-01
NAGALAND,2026,JUN,2457,6,2026-06-01
NAGALAND,2026,JUL,2301,7,2026-07-01
ODISHA,2020,JAN,61602,1,2020-01-01
ODISHA,2020,FEB,63232,2,2020-02-01
ODISHA,2020,MAR,92668,3,2020-03-01
ODISHA,2020,APR,2627,4,2020-04-01
ODISHA,2020,MAY,15197,5,2020-05-01
ODISHA,2020,JUN,43342,6,2020-06-01
ODISHA,2020,JUL,39316,7,2020-07-01
ODISHA,2020,AUG,40031,8,2020-08-01
ODISHA,2020,SEP,48907,9,2020-09-01
ODISHA,2020,OCT,71618,10,2020-10-01
ODISHA,2020,NOV,68945,11,2020-11-01
ODISHA,2020,DEC,53724,12,2020-12-01
ODISHA,2021,JAN,54163,1,2021-01-01
ODISHA,2021,FEB,59841,2,2021-02-01
ODISHA,2021,MAR,59544,3,2021-03-01
ODISHA,2021,APR,46835,4,2021-04-01
ODISHA,2021,MAY,8483,5,2021-05-01
ODISHA,2021,JUN,29583,6,2021-06-01
ODISHA,2021,JUL,48942,7,2021-07-01
ODISHA,2021,AUG,43728,8,2021-08-01
ODISHA,2021,SEP,36999,9,2021-09-01
ODISHA,2021,OCT,62788,10,2021-10-01
ODISHA,2021,NOV,50786,11,2021-11-01
ODISHA,2021,DEC,35045,12,2021-12-01
ODISHA,2022,JAN,56070,1,2022-01-01
ODISHA,2022,FEB,50904,2,2022-02-01
ODISHA,2022,MAR,58716,3,2022-03-01
ODISHA,2022,APR,54626,4,2022-04-01
ODISHA,2022,MAY,48617,5,2022-05-01
ODISHA,2022,JUN,50235,6,2022-06-01
ODISHA,2022,JUL,43215,7,2022-07-01
ODISHA,2022,AUG,40719,8,2022-08-01
ODISHA,2022,SEP,46597,9,2022-09-01
ODISHA,2022,OCT,84076,10,2022-10-01
ODISHA,2022,NOV,49882,11,2022-11-01
ODISHA,2022,DEC,50160,12,2022-12-01
ODISHA,2023,JAN,59968,1,2023-01-01
ODISHA,2023,FEB,60326,2,2023-02-01
ODISHA,2023,MAR,65651,3,2023-03-01
ODISHA,2023,APR,55039,4,2023-04-01
ODISHA,2023,MAY,56810,5,2023-05-01
ODISHA,2023,JUN,54864,6,2023-06-01
ODISHA,2023,JUL,50845,7,2023-07-01
ODISHA,2023,AUG,48658,8,2023-08-01
ODISHA,2023,SEP,58290,9,2023-09-01
ODISHA,2023,OCT,87499,10,2023-10-01
ODISHA,2023,NOV,78701,11,2023-11-01
ODISHA,2023,DEC,63120,12,2023-12-01
ODISHA,2024,JAN,68245,1,2024-01-01
ODISHA,2024,FEB,72066,2,2024-02-01
ODISHA,2024,MAR,85175,3,2024-03-01
ODISHA,2024,APR,71586,4,2024-04-01
ODISHA,2024,MAY,65967,5,2024-05-01
ODISHA,2024,JUN,61202,6,2024-06-01
ODISHA,2024,JUL,61932,7,2024-07-01
ODISHA,2024,AUG,50338,8,2024-08-01
ODISHA,2024,SEP,47231,9,2024-09-01
ODISHA,2024,OCT,108264,10,2024-10-01
ODISHA,2024,NOV,67986,11,2024-11-01
ODISHA,2024,DEC,50969,12,2024-12-01
ODISHA,2025,JAN,69878,1,2025-01-01
ODISHA,2025,FEB,68619,2,2025-02-01
ODISHA,2025,MAR,80584,3,2025-03-01
ODISHA,2025,APR,71043,4,2025-04-01
ODISHA,2025,MAY,68690,5,2025-05-01
ODISHA,2025,JUN,68075,6,2025-06-01
ODISHA,2025,JUL,60190,7,2025-07-01
ODISHA,2025,AUG,56451,8,2025-08-01
ODISHA,2025,SEP,70120,9,2025-09-01
ODISHA,2025,OCT,136366,10,2025-10-01
ODISHA,2025,NOV,73497,11,2025-11-01
ODISHA,2025,DEC,70640,12,2025-12-01
ODISHA,2026,JAN,87223,1,2026-01-01
ODISHA,2026,FEB,84292,2,2026-02-01
ODISHA,2026,MAR,96494,3,2026-03-01
ODISHA,2026,APR,88467,4,2026-04-01
ODISHA,2026,MAY,83202,5,2026-05-01
ODISHA,2026,JUN,81721,6,2026-06-01
ODISHA,2026,JUL,67120,7,2026-07-01
PUDUCHERRY,2020,JAN,5975,1,2020-01-01
PUDUCHERRY,2020,FEB,4452,2,2020-02-01
PUDUCHERRY,2020,MAR,4292,3,2020-03-01
PUDUCHERRY,2020,APR,2,4,2020-04-01
PUDUCHERRY,2020,MAY,1517,5,2020-05-01
PUDUCHERRY,2020,JUN,2980,6,2020-06-01
PUDUCHERRY,2020,JUL,3213,7,2020-07-01
PUDUCHERRY,2020,AUG,3510,8,2020-08-01
PUDUCHERRY,2020,SEP,4691,9,2020-09-01
PUDUCHERRY,2020,OCT,4255,10,2020-10-01
PUDUCHERRY,2020,NOV,4146,11,2020-11-01
PUDUCHERRY,2020,DEC,3152,12,2020-12-01
PUDUCHERRY,2021,JAN,5381,1,2021-01-01
PUDUCHERRY,2021,FEB,4897,2,2021-02-01
PUDUCHERRY,2021,MAR,5130,3,2021-03-01
PUDUCHERRY,2021,APR,3283,4,2021-04-01
PUDUCHERRY,2021,MAY,441,5,2021-05-01
PUDUCHERRY,2021,JUN,3030,6,2021-06-01
PUDUCHERRY,2021,JUL,4478,7,2021-07-01
PUDUCHERRY,2021,AUG,4375,8,2021-08-01
PUDUCHERRY,2021,SEP,3899,9,2021-09-01
PUDUCHERRY,2021,OCT,3478,10,2021-10-01
PUDUCHERRY,2021,NOV,3452,11,2021-11-01
PUDUCHERRY,2021,DEC,3240,12,2021-12-01
PUDUCHERRY,2022,JAN,4850,1,2022-01-01
PUDUCHERRY,2022,FEB,4077,2,2022-02-01
PUDUCHERRY,2022,MAR,4789,3,2022-03-01
PUDUCHERRY,2022,APR,3793,4,2022-04-01
PUDUCHERRY,2022,MAY,3906,5,2022-05-01
PUDUCHERRY,2022,JUN,4192,6,2022-06-01
PUDUCHERRY,2022,JUL,4052,7,2022-07-01
PUDUCHERRY,2022,AUG,4623,8,2022-08-01
PUDUCHERRY,2022,SEP,4690,9,2022-09-01
PUDUCHERRY,2022,OCT,4343,10,2022-10-01
PUDUCHERRY,2022,NOV,3825,11,2022-11-01
PUDUCHERRY,2022,DEC,3158,12,2022-12-01
PUDUCHERRY,2023,JAN,5467,1,2023-01-01
PUDUCHERRY,2023,FEB,4141,2,2023-02-01
PUDUCHERRY,2023,MAR,4762,3,2023-03-01
PUDUCHERRY,2023,APR,3873,4,2023-04-01
PUDUCHERRY,2023,MAY,4739,5,2023-05-01
